Données de la station météo du campus de la Gaillarde (Montpellier SupAgro - INRA) entre le 2021-1-1 0:00 et le 2022-12-31 23:00.
longitude : 3°51'22'' Est
lattitude : 43°37'4'' Nord
altitude : 40m

jour heure (GMT),Tmoy (°C),RH (%),Vent (m/s),Précipitations (mm),Rg (J/cm²)
2021-01-19 13:00:00,9.75,38.9,0.055,0,157.1
2021-01-19 14:00:00,11.5,40.46,0.113,0,134
2021-01-19 15:00:00,11.09,43.5,0.111,0,91.8
2021-01-19 16:00:00,8.93,52.39,0.183,0,39.2
2021-01-19 17:00:00,7.13,63.27,0,0,2.346
2021-01-19 18:00:00,6.546,67.72,0,0,-0.056
2021-01-19 19:00:00,6.751,64.53,0,0,0
2021-01-19 20:00:00,6.344,60.19,0.013,0,-0.064
2021-01-19 21:00:00,6.616,59.85,0,0,-0.334
2021-01-19 22:00:00,6.955,61.2,0.023,0,0
2021-01-19 23:00:00,7.16,55.43,0.019,0,0
2021-01-20 00:00:00,7.69,54.82,0.222,0,0
2021-01-20 01:00:00,7.35,61.05,0.327,0,-0.096
2021-01-20 02:00:00,7.89,66.48,0.088,0,0
2021-01-20 03:00:00,7.35,66.75,0.001,0,0
2021-01-20 04:00:00,7.76,69.87,0.004,0,0
2021-01-20 05:00:00,8.1,72.8,0.008,0,-0.159
2021-01-20 06:00:00,8.44,75.2,0,0,0.159
2021-01-20 07:00:00,11.35,70.6,0.827,0,0.35
2021-01-20 08:00:00,11.47,71,1.367,0,3.35
2021-01-20 09:00:00,11.6,69.64,1.885,0,5.37
2021-01-20 10:00:00,11.94,67.06,2.722,0,16.81
2021-01-20 11:00:00,11.94,70.6,2.433,0,17.02
2021-01-20 12:00:00,12.27,70,2.596,0,29.25
2021-01-20 13:00:00,12.27,69.97,2.595,0,32.8
2021-01-20 14:00:00,12.41,68.2,3.103,0,49.88
2021-01-20 15:00:00,12.34,69.9,3.37,0,29.95
2021-01-20 16:00:00,12.61,78.7,2.694,0,8.33
2021-01-20 17:00:00,12.14,75.5,2.656,0,0.787
2021-01-20 18:00:00,11.94,77.2,2.283,0,-0.398
2021-01-20 19:00:00,12.14,76.1,2.094,0.5,-0.215
2021-01-20 20:00:00,11.74,80.1,2.745,1,0.199
2021-01-20 21:00:00,11.6,76.4,2.78,0,0.525
2021-01-20 22:00:00,12.35,77.4,2.616,0,0.43
2021-01-20 23:00:00,11.74,72.7,1.818,0,-0.04
2021-01-21 00:00:00,11.74,72.1,1.614,0,-0.183
2021-01-21 01:00:00,11.6,75.7,0.436,0,-0.08
2021-01-21 02:00:00,11.53,76.7,0.09,0,-0.175
2021-01-21 03:00:00,11.26,74.6,0.016,0,-0.358
2021-01-21 04:00:00,10.93,79.2,0.103,0,-0.469
2021-01-21 05:00:00,10.39,80.8,0.024,0,-0.493
2021-01-21 06:00:00,10.67,79.7,0.003,0,-0.493
2021-01-21 07:00:00,10.4,84,0.045,0,-0.501
2021-01-21 08:00:00,10.87,81.1,0.031,0,9.64
2021-01-21 09:00:00,11.34,79.6,0.02,0,26.93
2021-01-21 10:00:00,12.14,81.1,0.179,0,48.46
2021-01-21 11:00:00,13.01,71,0.627,0,68.99
2021-01-21 12:00:00,13.88,67.71,1.688,0,100.9
2021-01-21 13:00:00,13.27,70.1,1.94,0,96.6
2021-01-21 14:00:00,13,70.5,1.44,0,60.24
2021-01-21 15:00:00,12.87,69.21,1.284,0,34.22
2021-01-21 16:00:00,12.54,80.3,1.162,0,15.48
2021-01-21 17:00:00,11.6,75.1,0.451,0,2.139
2021-01-21 18:00:00,11.67,81.2,0.137,0,-0.255
2021-01-21 19:00:00,10.72,75.5,0.091,0,-0.724
2021-01-21 20:00:00,9.58,79.9,0.001,0,-0.581
2021-01-21 21:00:00,9.25,81.6,0.023,0,-0.573
2021-01-21 22:00:00,8.37,83.6,0.007,0,-0.589
2021-01-21 23:00:00,9.25,85.3,0.005,0,0.263
2021-01-22 00:00:00,9.18,81.1,0.005,0,-0.159
2021-01-22 01:00:00,8.97,81.6,0.001,0,-0.477
2021-01-22 02:00:00,8.97,84.9,0,0,-0.279
2021-01-22 03:00:00,10.13,81,0.146,0,0.032
2021-01-22 04:00:00,10.26,81.5,0.054,0,-0.271
2021-01-22 05:00:00,10.19,85.2,0.128,0,-0.477
2021-01-22 06:00:00,10.59,81.1,0.096,0,-0.477
2021-01-22 07:00:00,10.93,86.9,0.307,0,-0.469
2021-01-22 08:00:00,10.39,82.4,0.374,0,1.575
2021-01-22 09:00:00,11.33,82.9,0.156,0,34.06
2021-01-22 10:00:00,10.58,81.4,0.364,0,23.24
2021-01-22 11:00:00,10.65,82.3,0.212,1,22.69
2021-01-22 12:00:00,11.06,80.1,0.224,0,30.83
2021-01-22 13:00:00,10.52,74.3,1.144,0,21.01
2021-01-22 14:00:00,10.93,65.38,1.803,0,36.59
2021-01-22 15:00:00,10.52,63.61,2.074,0,22.68
2021-01-22 16:00:00,10.79,58.73,2.97,0,7.54
2021-01-22 17:00:00,10.72,50.11,4.847,0,1.909
2021-01-22 18:00:00,9.51,43.68,4.56,0,-0.477
2021-01-22 19:00:00,8.91,43.75,3.778,0,-0.676
2021-01-22 20:00:00,9.04,44.77,4.328,0,-0.963
2021-01-22 21:00:00,8.71,48.71,3.05,0,-1.003
2021-01-22 22:00:00,8.03,55.16,1.767,0,-0.899
2021-01-22 23:00:00,8.79,48.18,1.845,0,-0.804
2021-01-23 00:00:00,7.77,61.13,1.949,0,-0.979
2021-01-23 01:00:00,7.84,59.98,1.457,0,-0.478
2021-01-23 02:00:00,7.7,59.3,1.529,0,-0.78
2021-01-23 03:00:00,6.684,62.7,2.121,0,-1.226
2021-01-23 04:00:00,6.209,65.48,2.193,0,-1.17
2021-01-23 05:00:00,6.144,70.3,0.685,0,-1.099
2021-01-23 06:00:00,5.131,68.88,0.03,0,-0.788
2021-01-23 07:00:00,5.41,68.35,0.135,0,-0.605
2021-01-23 08:00:00,6.089,68.56,0.049,0,13.43
2021-01-23 09:00:00,8.04,63.31,0.083,0,52.78
2021-01-23 10:00:00,8.16,63.08,0.492,0,54.52
2021-01-23 11:00:00,9.72,57.58,0.511,0,82.2
2021-01-23 12:00:00,12.21,50.24,0.528,0,101.5
2021-01-23 13:00:00,12.87,42.98,1.702,0,83.1
2021-01-23 14:00:00,12.73,40.39,1.909,0,120.4
2021-01-23 15:00:00,11.71,45.81,1.98,0,84.5
2021-01-23 16:00:00,11.38,50.02,2.324,0,48.61
2021-01-23 17:00:00,8.75,52.21,2.039,0,2.767
2021-01-23 18:00:00,8.77,57.45,1.153,0,-0.819
2021-01-23 19:00:00,8.64,58.41,0.911,0,-0.82
2021-01-23 20:00:00,8.1,54.95,1.521,0,-0.485
2021-01-23 21:00:00,8.03,60.24,0.477,0,-0.605
2021-01-23 22:00:00,7.9,61.06,0.495,0,-0.478
2021-01-23 23:00:00,7.35,60.79,0.13,0,-0.684
2021-01-24 00:00:00,6.613,72.7,0.12,0.5,-0.501
2021-01-24 01:00:00,6.276,79.3,0,0.5,-0.422
2021-01-24 02:00:00,5.801,80.4,0.001,0,-0.478
2021-01-24 03:00:00,5.869,84.4,0.006,1,-0.478
2021-01-24 04:00:00,5.666,81.8,0.086,0.5,-0.478
2021-01-24 05:00:00,5.055,82.6,0.067,0.5,-0.478
2021-01-24 06:00:00,5.331,83,0.108,0,-0.35
2021-01-24 07:00:00,4.995,81,0.372,0,-0.191
2021-01-24 08:00:00,7.03,69.49,1.518,0,10.86
2021-01-24 09:00:00,7.84,57.54,1.821,0,63.85
2021-01-24 10:00:00,9.52,44.84,2.767,0,102
2021-01-24 11:00:00,10.05,38.93,3.242,0,162.1
2021-01-24 12:00:00,10.17,35.59,3.827,0,181.6
2021-01-24 13:00:00,10.98,37.42,3.367,0,175.4
2021-01-24 14:00:00,10.83,34.84,2.46,0,148.7
2021-01-24 15:00:00,11.58,41.62,1.85,0,85.3
2021-01-24 16:00:00,10.43,49.01,1.726,0,52.65
2021-01-24 17:00:00,8.55,52.14,0.501,0,4.851
2021-01-24 18:00:00,7.62,57.25,0.155,0,-1.233
2021-01-24 19:00:00,7.23,60.93,0.082,0,-0.844
2021-01-24 20:00:00,7.7,64.19,0.36,0,-0.852
2021-01-24 21:00:00,6.751,69.28,0.139,0,-0.74
2021-01-24 22:00:00,6.621,74.7,0.032,0,-0.788
2021-01-24 23:00:00,7.09,72.3,0.631,0,-0.47
2021-01-25 00:00:00,7.02,72.5,0.694,0,-0.86
2021-01-25 01:00:00,6.616,76.3,0.04,0,-0.35
2021-01-25 02:00:00,6.751,77,0.149,0,-0.645
2021-01-25 03:00:00,6.412,76.2,0.111,0,-0.693
2021-01-25 04:00:00,5.806,75.7,0.035,0,-0.716
2021-01-25 05:00:00,7.1,67.19,0.756,0,-0.565
2021-01-25 06:00:00,7.91,57.81,0.769,0,-0.621
2021-01-25 07:00:00,7.02,54.01,1.882,0,-0.597
2021-01-25 08:00:00,7.57,55.64,0.329,0,5.827
2021-01-25 09:00:00,7.56,52.31,0.111,0,22.73
2021-01-25 10:00:00,9.11,50.94,0.405,0,55.19
2021-01-25 11:00:00,9.65,44.29,0.66,0,76.9
2021-01-25 12:00:00,11.4,36.01,0.49,0,109
2021-01-25 13:00:00,11.72,37.15,0.428,0,108.9
2021-01-25 14:00:00,12.47,29.01,0.338,0,103.4
2021-01-25 15:00:00,12.32,25.75,1.409,0,108.5
2021-01-25 16:00:00,10.22,29.21,1.52,0,48.78
2021-01-25 17:00:00,8.28,35.67,0.433,0,3.578
2021-01-25 18:00:00,6.882,39.69,0.025,0,-1.265
2021-01-25 19:00:00,5.06,44.72,0.004,0,-1.178
2021-01-25 20:00:00,3.645,52.54,0,0,-1.107
2021-01-25 21:00:00,3.862,47.32,0.005,0,-0.852
2021-01-25 22:00:00,4.067,47.19,0.093,0,-1.004
2021-01-25 23:00:00,3.659,44,0.024,0,-0.956
2021-01-26 00:00:00,3.388,47.8,0.114,0,-0.956
2021-01-26 01:00:00,2.098,51.06,0.013,0,-0.988
2021-01-26 02:00:00,2.03,53.57,0.033,0,-1.075
2021-01-26 03:00:00,2.166,53.78,0.008,0,-0.924
2021-01-26 04:00:00,2.102,53.31,0.018,0,-0.956
2021-01-26 05:00:00,1.494,53.72,0,0,-1.004
2021-01-26 06:00:00,-0.197,57.19,0.011,0,-1.131
2021-01-26 07:00:00,-0.061,59.5,0.006,0,-0.853
2021-01-26 08:00:00,0.482,54.61,0.09,0,11.71
2021-01-26 09:00:00,3.936,42.44,0.624,0,73.3
2021-01-26 10:00:00,7.92,34.34,0.138,0,103.9
2021-01-26 11:00:00,9.11,19.94,0.409,0,159.4
2021-01-26 12:00:00,9.97,18.1,0.675,0,152.6
2021-01-26 13:00:00,10.16,17.56,0.403,0,173.6
2021-01-26 14:00:00,11.5,18.16,0.186,0,144.7
2021-01-26 15:00:00,11.1,19.52,0.013,0,75.6
2021-01-26 16:00:00,10.5,23.12,0.001,0,34.36
2021-01-26 17:00:00,7.06,32.28,0.002,0,4.525
2021-01-26 18:00:00,7.62,36.43,0,0,-0.167
2021-01-26 19:00:00,7.22,38.88,0,0,-0.231
2021-01-26 20:00:00,6.819,42.27,0,0,-0.119
2021-01-26 21:00:00,5.259,50.08,0,0,-0.788
2021-01-26 22:00:00,5.13,52.6,0,0,-0.183
2021-01-26 23:00:00,4.66,54.03,0,0,-0.581
2021-01-27 00:00:00,4.256,57.63,0,0,-0.287
2021-01-27 01:00:00,4.052,57.63,0,0,-0.151
2021-01-27 02:00:00,4.595,52.13,0,0,0
2021-01-27 03:00:00,3.645,53.83,0,0,-0.096
2021-01-27 04:00:00,5.2,49.2,0,0,0
2021-01-27 05:00:00,4.112,68.54,0,0,-0.088
2021-01-27 06:00:00,4.25,70.9,0.005,0,0.342
2021-01-27 07:00:00,3.78,69.51,0,0,0.167
2021-01-27 08:00:00,4.933,62.58,0.01,0,8.19
2021-01-27 09:00:00,5.469,59.45,0,0,32.56
2021-01-27 10:00:00,9.39,39.96,0.004,0,97.7
2021-01-27 11:00:00,11.27,42.11,0.052,0,153.5
2021-01-27 12:00:00,14.49,45.68,0.538,0,170.3
2021-01-27 13:00:00,15.62,45.46,2.209,0,169.4
2021-01-27 14:00:00,15.95,44.37,3.489,0,165.7
2021-01-27 15:00:00,14.67,47.35,4.605,0,99.2
2021-01-27 16:00:00,14.22,49.27,3.502,0,31.25
2021-01-27 17:00:00,13.48,52.74,2.765,0,7.31
2021-01-27 18:00:00,13.42,54.1,2.347,0,-0.477
2021-01-27 19:00:00,13.08,55.8,1.477,0,-0.477
2021-01-27 20:00:00,13.56,53.63,2.583,0,-0.477
2021-01-27 21:00:00,13.83,52.61,2.184,0,-0.469
2021-01-27 22:00:00,13.83,52.14,2.6,0,-0.477
2021-01-27 23:00:00,13.15,58.17,2.459,0,-0.477
2021-01-28 00:00:00,12.27,62.24,1.377,0,-0.573
2021-01-28 01:00:00,11.67,63.54,0.221,0,-0.525
2021-01-28 02:00:00,13.24,67.55,0.219,0,-0.255
2021-01-28 03:00:00,13.98,61.3,0.782,0,-0.477
2021-01-28 04:00:00,13.98,61.37,0.922,0,-0.469
2021-01-28 05:00:00,14.24,59.66,1.941,0,-0.477
2021-01-28 06:00:00,15.05,51.25,2.828,0,-0.501
2021-01-28 07:00:00,14.3,58.36,2.675,0,-0.334
2021-01-28 08:00:00,14.63,57.35,1.663,0,2.672
2021-01-28 09:00:00,15.31,54.3,1.729,0,20.2
2021-01-28 10:00:00,17.2,46.42,2.538,0,116.8
2021-01-28 11:00:00,18.74,45.05,2.994,0,132.7
2021-01-28 12:00:00,18.46,47.76,2.481,0,84.1
2021-01-28 13:00:00,17.18,46,2.968,0,63.39
2021-01-28 14:00:00,17.11,47.76,3.298,0,56.24
2021-01-28 15:00:00,16.78,50.21,2.927,0,53.63
2021-01-28 16:00:00,16.24,53.06,2.362,0,32.8
2021-01-28 17:00:00,15.51,55.51,2.274,0,7.67
2021-01-28 18:00:00,15.1,55.92,1.785,0,-0.572
2021-01-28 19:00:00,14.36,59.72,1.407,0,-0.636
2021-01-28 20:00:00,13.76,63.19,0.953,0,-0.604
2021-01-28 21:00:00,13.83,62.64,1.312,0,-0.477
2021-01-28 22:00:00,13.49,62.58,1.394,0,-0.477
2021-01-28 23:00:00,13.02,63.32,1.159,0,-0.477
2021-01-29 00:00:00,13.03,63.26,0.582,0,-0.477
2021-01-29 01:00:00,13.36,66.93,0.694,0,-0.477
2021-01-29 02:00:00,12.21,64.76,0.852,0,-0.485
2021-01-29 03:00:00,11.74,68.28,0.494,0,-0.557
2021-01-29 04:00:00,12.29,68.56,0.403,0,-0.382
2021-01-29 05:00:00,11.94,70.7,1.155,0,-0.31
2021-01-29 06:00:00,11.06,72.5,0.638,0,-0.636
2021-01-29 07:00:00,9.98,78.9,0.053,0,-0.509
2021-01-29 08:00:00,12.5,73.1,0.202,0,7.9
2021-01-29 09:00:00,15.54,48.21,1.334,0,45.97
2021-01-29 10:00:00,17.62,39.86,3.196,0,95.4
2021-01-29 11:00:00,18,35.84,3.258,0,164.4
2021-01-29 12:00:00,18.13,38.07,3.248,0,147.3
2021-01-29 13:00:00,17.45,34.82,2.86,0,116.8
2021-01-29 14:00:00,17.59,35.5,2.936,0,106.6
2021-01-29 15:00:00,17.11,37.13,2.881,0,90.6
2021-01-29 16:00:00,15.76,34.28,3.047,0,67.5
2021-01-29 17:00:00,14.42,40.26,2.579,0,19.1
2021-01-29 18:00:00,13.35,44.87,1.431,0,-0.875
2021-01-29 19:00:00,12.62,49.97,0.923,0,-0.994
2021-01-29 20:00:00,12.55,52.48,1.209,0,-0.509
2021-01-29 21:00:00,12.21,56.01,1.148,0,-0.565
2021-01-29 22:00:00,10.99,59.67,0.171,0,-0.541
2021-01-29 23:00:00,10.66,62.05,0.045,0,-0.533
2021-01-30 00:00:00,10.73,61.99,0.31,0,-0.485
2021-01-30 01:00:00,11,60.77,0.505,0,-0.278
2021-01-30 02:00:00,10.53,63.14,0.076,0,-0.477
2021-01-30 03:00:00,10.32,62.94,0.034,0,-0.382
2021-01-30 04:00:00,9.45,68.64,0.005,0,-0.501
2021-01-30 05:00:00,8.3,72.4,0.006,0,-0.66
2021-01-30 06:00:00,7.63,76.6,0,0,-0.557
2021-01-30 07:00:00,7.29,78.7,0,0,-0.438
2021-01-30 08:00:00,7.9,75.7,0.003,0,7.67
2021-01-30 09:00:00,8.98,70,0.003,0,16.99
2021-01-30 10:00:00,9.52,67.22,0.117,0,13.15
2021-01-30 11:00:00,9.51,75.2,0.257,2.5,10.18
2021-01-30 12:00:00,9.58,80,0.018,1,15.89
2021-01-30 13:00:00,10.25,80,0.622,1.5,19.21
2021-01-30 14:00:00,10.86,79.8,0.658,0.5,19.82
2021-01-30 15:00:00,10.53,71.3,0.453,0,14.62
2021-01-30 16:00:00,11.68,66.19,0.996,0,6.532
2021-01-30 17:00:00,11.75,55.82,1.543,0,7.03
2021-01-30 18:00:00,11.2,53.31,2.215,0,-0.843
2021-01-30 19:00:00,11.41,52.63,2.755,0,-0.485
2021-01-30 20:00:00,11.07,52.9,0.951,0,-0.477
2021-01-30 21:00:00,11,51.2,1.872,0,-0.461
2021-01-30 22:00:00,10.39,53.24,1.913,0,-0.501
2021-01-30 23:00:00,10.66,59.82,1.468,0,-0.668
2021-01-31 00:00:00,10.67,60.84,2.513,0,-0.501
2021-01-31 01:00:00,9.99,58.6,2.287,0,-0.613
2021-01-31 02:00:00,9.72,66.75,0.715,0,-0.517
2021-01-31 03:00:00,8.7,68.37,0.649,0,-0.454
2021-01-31 04:00:00,8.3,69.59,0.046,0,-0.462
2021-01-31 05:00:00,7.82,70.6,0.157,0,-0.509
2021-01-31 06:00:00,7.43,77.1,0.025,0,-1.019
2021-01-31 07:00:00,6.548,75.4,0.534,0,-0.557
2021-01-31 08:00:00,8.58,76,0.381,0,11.86
2021-01-31 09:00:00,10.61,66.55,0.944,0,73.4
2021-01-31 10:00:00,13.84,56.15,1.097,0,91.7
2021-01-31 11:00:00,14.63,53,2.474,0,100
2021-01-31 12:00:00,15.02,50.82,3.072,0,134.9
2021-01-31 13:00:00,15.63,45.26,2.915,0,124.3
2021-01-31 14:00:00,14.62,52.65,2.366,0,54.19
2021-01-31 15:00:00,14.69,55.98,3.022,0,75.1
2021-01-31 16:00:00,15.1,50.29,3.156,0,33.16
2021-01-31 17:00:00,13.08,52.47,2.292,0,10.81
2021-01-31 18:00:00,12.41,57.15,0.299,0,-0.509
2021-01-31 19:00:00,11.74,63.54,0.965,0,-0.931
2021-01-31 20:00:00,11.74,69.37,0.758,0,-0.573
2021-01-31 21:00:00,11.06,67.54,0.29,0,-0.342
2021-01-31 22:00:00,10.52,70.3,0.052,0,-0.469
2021-01-31 23:00:00,10.8,71.8,0.405,0.5,-0.199
2021-02-01 00:00:00,11.34,63.35,1.222,0,0.915
2021-02-01 01:00:00,10.6,72.7,0.392,0.5,-0.159
2021-02-01 02:00:00,12.09,62.19,1.209,0,0.493
2021-02-01 03:00:00,13.31,58.46,1.997,0,-0.485
2021-02-01 04:00:00,12.28,58.86,1.76,0,-0.477
2021-02-01 05:00:00,11.67,61.5,1.374,0,-0.573
2021-02-01 06:00:00,11.4,62.32,0.937,0,-0.589
2021-02-01 07:00:00,12.01,60.69,1.241,0,-0.398
2021-02-01 08:00:00,12.82,56.89,2.229,0,7.82
2021-02-01 09:00:00,13.3,52.35,2.64,0,34.72
2021-02-01 10:00:00,14.64,48.33,2.488,0,89
2021-02-01 11:00:00,14.76,47.24,2.741,0,61.63
2021-02-01 12:00:00,15.17,47.44,2.347,0,46.09
2021-02-01 13:00:00,16.66,45.54,3.735,0,106.5
2021-02-01 14:00:00,15.15,46.55,4.258,0,124.8
2021-02-01 15:00:00,14.28,54.49,3.926,0,46.02
2021-02-01 16:00:00,14.63,50.83,2.834,0,40.95
2021-02-01 17:00:00,13.75,55.17,2.615,0,12.92
2021-02-01 18:00:00,13.28,55.24,3.391,0,-0.429
2021-02-01 19:00:00,12.95,55.39,4.015,0,-0.573
2021-02-01 20:00:00,12.96,53.84,4.171,0,-0.819
2021-02-01 21:00:00,13.3,50.65,3.827,0,-0.954
2021-02-01 22:00:00,13.03,51.67,2.892,0,-0.716
2021-02-01 23:00:00,12.96,52.55,2.67,0,-0.477
2021-02-02 00:00:00,12.55,53.09,3.115,0,-0.477
2021-02-02 01:00:00,12.89,46.92,2.37,0,-0.477
2021-02-02 02:00:00,12.82,51.81,2.742,0,-0.477
2021-02-02 03:00:00,14.25,51.13,1.678,0,-0.437
2021-02-02 04:00:00,12.88,55.05,2.409,0,-0.477
2021-02-02 05:00:00,12.01,62.79,2.9,0,-0.477
2021-02-02 06:00:00,12.01,63.13,0.669,0,-0.509
2021-02-02 07:00:00,12.15,67.14,0.498,0,-0.43
2021-02-02 08:00:00,11.81,68.15,0.864,0,8.48
2021-02-02 09:00:00,12.42,68.62,0.928,0,30.67
2021-02-02 10:00:00,13.77,62.51,0.659,0,46.94
2021-02-02 11:00:00,16.86,51.85,1.606,0,119.1
2021-02-02 12:00:00,19.69,49.87,2.16,0,160.5
2021-02-02 13:00:00,19.66,47.4,2.109,0,163.7
2021-02-02 14:00:00,20.74,44.29,1.845,0,142.1
2021-02-02 15:00:00,20.87,42.86,1.789,0,118.3
2021-02-02 16:00:00,20.81,44.35,1.398,0,53.55
2021-02-02 17:00:00,15.48,57.17,1.37,0,11.71
2021-02-02 18:00:00,14.49,59.57,1.286,0,-0.612
2021-02-02 19:00:00,14.02,60.8,0.48,0,-0.477
2021-02-02 20:00:00,12.81,61.96,0.215,0,-0.819
2021-02-02 21:00:00,12.48,63.67,0.047,0,-0.517
2021-02-02 22:00:00,11.67,64.96,0.009,0,-0.477
2021-02-02 23:00:00,10.66,69.44,0,0,-0.477
2021-02-03 00:00:00,10.12,73.1,0,0,-0.358
2021-02-03 01:00:00,10.6,71.6,0.121,0,-0.549
2021-02-03 02:00:00,10.33,77.1,0.035,0,-0.581
2021-02-03 03:00:00,10.06,78.2,0.04,0,-0.454
2021-02-03 04:00:00,10.53,78.4,0.15,0,0.374
2021-02-03 05:00:00,11,78.6,0.137,0,0.167
2021-02-03 06:00:00,12.08,79.3,0.403,0,0.135
2021-02-03 07:00:00,11.81,80.6,0.331,0,0.167
2021-02-03 08:00:00,11.6,79.6,0.338,0,2.347
2021-02-03 09:00:00,11.67,79.1,0.367,0,7.47
2021-02-03 10:00:00,12.14,78.4,0.291,0,18.6
2021-02-03 11:00:00,13.09,76.3,0.485,0,43.17
2021-02-03 12:00:00,13.75,73.2,0.204,0,50.7
2021-02-03 13:00:00,14.63,68.72,0.311,0,70.2
2021-02-03 14:00:00,15.7,65.05,0.98,0,98.3
2021-02-03 15:00:00,14.61,68.7,1.403,0,56.79
2021-02-03 16:00:00,13.88,73.1,1.183,0,23.04
2021-02-03 17:00:00,13.28,75.8,0.297,0,5.041
2021-02-03 18:00:00,11.86,78.6,0.001,0,-0.517
2021-02-03 19:00:00,11.2,80.8,0,0,-0.509
2021-02-03 20:00:00,11.41,82.5,0.001,0,-0.469
2021-02-03 21:00:00,10.53,82.6,0,0,-0.477
2021-02-03 22:00:00,10.67,86.8,0,0,-0.477
2021-02-03 23:00:00,10.47,85.7,0,0,-0.477
2021-02-04 00:00:00,9.86,87,0,0,-0.477
2021-02-04 01:00:00,9.31,86.9,0.003,0,-0.477
2021-02-04 02:00:00,9.04,87.1,0,0,-0.477
2021-02-04 03:00:00,8.77,87.2,0,0,-0.477
2021-02-04 04:00:00,8.5,87,0,0,-0.477
2021-02-04 05:00:00,8.17,86.7,0,0,-0.478
2021-02-04 06:00:00,7.9,82,0,0,-0.478
2021-02-04 07:00:00,8.17,87,0,0,-0.294
2021-02-04 08:00:00,8.24,85.4,0,0,3.836
2021-02-04 09:00:00,8.77,84.9,0,0,14.36
2021-02-04 10:00:00,9.58,79.7,0.001,0,29.4
2021-02-04 11:00:00,10.53,73.5,0.011,0,57.46
2021-02-04 12:00:00,11.74,75.2,0.449,0,59.25
2021-02-04 13:00:00,11.73,78.2,0.089,0,20
2021-02-04 14:00:00,11.87,81,0.146,0,19.12
2021-02-04 15:00:00,12.55,85.8,0.142,0,16.31
2021-02-04 16:00:00,12.55,80.1,0.442,0,5.393
2021-02-04 17:00:00,12.62,85.5,0.503,0,1.36
2021-02-04 18:00:00,12.21,83.3,0.886,0,0.477
2021-02-04 19:00:00,12.14,81.7,0.611,0,0.477
2021-02-04 20:00:00,12.21,82,0.756,0,0.414
2021-02-04 21:00:00,12.01,81.6,0.185,0,-0.175
2021-02-04 22:00:00,11.87,80.1,0.224,0,-0.159
2021-02-04 23:00:00,12.01,77.7,0.231,0,-0.39
2021-02-05 00:00:00,11.74,78.4,0.114,0,-0.151
2021-02-05 01:00:00,11.74,78.1,0.081,0,-0.08
2021-02-05 02:00:00,11.87,76.2,0,0,-0.318
2021-02-05 03:00:00,11.47,80.3,0,0,-0.438
2021-02-05 04:00:00,11.2,80.1,0,0,-0.263
2021-02-05 05:00:00,11.4,81.1,0.002,0,-0.119
2021-02-05 06:00:00,11.87,85.2,0.025,0,-0.469
2021-02-05 07:00:00,11.87,80.3,0.049,0.5,0.016
2021-02-05 08:00:00,11.94,80.1,0.018,0,1.328
2021-02-05 09:00:00,12.35,80,0.001,0,10.12
2021-02-05 10:00:00,12.28,78.2,0.021,0,15.38
2021-02-05 11:00:00,12.61,78.8,0.059,0,28.16
2021-02-05 12:00:00,13.75,71.1,0.044,0,70.7
2021-02-05 13:00:00,16.04,56.65,0.611,0,183.8
2021-02-05 14:00:00,16.28,56.01,0.584,0,150.9
2021-02-05 15:00:00,16.62,57.7,0.598,0,85.2
2021-02-05 16:00:00,14.87,58.12,0.984,0,52.84
2021-02-05 17:00:00,13.27,70,1.784,0,10.53
2021-02-05 18:00:00,12.47,73.4,0.698,0,-0.525
2021-02-05 19:00:00,12.55,72.7,0.413,0,-0.517
2021-02-05 20:00:00,12.28,74.3,0.218,0,-0.485
2021-02-05 21:00:00,12.21,74.5,0.291,0,-0.477
2021-02-05 22:00:00,12.08,76.4,0.202,0,-0.469
2021-02-05 23:00:00,12.48,72.7,0.729,0,-0.167
2021-02-06 00:00:00,12.42,71.4,0.915,0,-0.294
2021-02-06 01:00:00,12.01,71.7,0.562,0,-0.461
2021-02-06 02:00:00,11.2,76.4,0.005,0,-0.509
2021-02-06 03:00:00,10.66,76.8,0,0,-0.414
2021-02-06 04:00:00,10.39,76.4,0,0,-0.469
2021-02-06 05:00:00,10.53,72.2,0,0,-0.43
2021-02-06 06:00:00,10.39,74.3,0,0,-0.366
2021-02-06 07:00:00,10.66,72.2,0.003,0,-0.223
2021-02-06 08:00:00,11.41,75.2,0.084,0,3.811
2021-02-06 09:00:00,12.15,66.05,0.377,0,13.63
2021-02-06 10:00:00,12.48,62.72,0.444,0,30.16
2021-02-06 11:00:00,14.23,58.03,1.273,0,53.42
2021-02-06 12:00:00,14.9,58.63,2.811,0,86.4
2021-02-06 13:00:00,14.15,62.28,2.928,0,50.86
2021-02-06 14:00:00,14.02,66.82,2.832,0,52.62
2021-02-06 15:00:00,14.42,67.3,2.662,0,68.21
2021-02-06 16:00:00,13.54,69.4,2.903,0,50.76
2021-02-06 17:00:00,13.14,70.8,2.933,0,11.96
2021-02-06 18:00:00,13.22,74,2.921,0,-0.135
2021-02-06 19:00:00,13.76,80.2,3.633,0,-0.111
2021-02-06 20:00:00,13.08,78.4,3.101,0,-0.087
2021-02-06 21:00:00,11.66,77.2,2.6,0,-0.453
2021-02-06 22:00:00,10.11,81.2,0.294,3,-0.469
2021-02-06 23:00:00,10.52,79.9,0.008,0,-0.445
2021-02-07 00:00:00,9.78,84.5,0.028,0,-0.438
